GENESIS-Tabelle: 46331-0004;;;;;;;;;
Umgeschlagene Güter (Seeverkehr): Deutschland, Monate,;;;;;;;;;
Güterabteilungen, Hauptverkehrsbeziehungen,;;;;;;;;;
Flagge des Schiffes;;;;;;;;;
Seeverkehrsstatistik;;;;;;;;;
Deutschland;;;;;;;;;
;;;;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter;Umgeschlagene Güter
;;;;Verkehr innerhalb Deutschlands;Verkehr innerhalb Deutschlands;Grenzüberschreitender Versand;Grenzüberschreitender Versand;Grenzüberschreitender Empfang;Grenzüberschreitender Empfang
;;;;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes;Flagge des Schiffes
;;year;month;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge;Deutschland;Schiffe fremder Flagge
;;;;t;t;t;t;t;t
NST7-07;Kokerei- und Mineralölerzeugnisse;2012;Oktober;31120;114843;10441;305711;139736;864076
NST7-07;Kokerei- und Mineralölerzeugnisse;2012;November;24067;55534;8325;352502;108365;941556
NST7-07;Kokerei- und Mineralölerzeugnisse;2012;Dezember;29772;85765;14483;366608;115013;618275
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Januar;33991;94109;19635;314839;98405;773899
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Februar;32298;92726;49521;310008;79601;342318
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;März;49917;124595;22156;318901;163696;687560
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;April;39910;56758;26764;180218;229050;837466
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Mai;37099;86206;6554;330062;200716;831454
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Juni;36598;85469;27721;233974;131685;690326
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Juli;35520;54773;11481;260502;131081;915739
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;August;30025;31195;22181;291426;144120;1022066
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;September;47852;43596;27614;276316;77052;968656
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Oktober;51783;103506;5312;326726;118143;1079679
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;November;59706;82141;19123;269205;135502;906683
NST7-07;Kokerei- und Mineralölerzeugnisse;2013;Dezember;56067;82428;50774;328195;78779;745721
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Januar;46080;70258;18105;355068;94452;768513
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Februar;63586;65378;7238;369106;134087;690454
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;März;85411;49985;15127;476792;161426;642868
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;April;72317;62303;6797;362144;107093;827914
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Mai;100421;89813;19879;320484;169411;713807
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Juni;51655;91073;19566;248267;203292;732960
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Juli;60968;88297;9464;320582;135714;788001
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;August;49456;67893;19805;290823;144969;912661
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;September;58627;78027;8030;311168;182857;758804
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Oktober;68139;126927;13313;364184;213133;814351
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;November;55190;71870;7150;320690;235001;655086
NST7-07;Kokerei- und Mineralölerzeugnisse;2014;Dezember;90042;86699;30295;381519;64723;752933
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Januar;45475;42111;5171;384139;116260;734605
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Februar;87187;34016;5154;387147;108199;686845
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;März;47184;56487;7414;418032;62880;962623
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;April;45037;43108;2410;280247;28405;794142
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Mai;50418;91494;4213;296336;79255;702980
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Juni;134008;32338;23501;259739;22968;635524
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Juli;53347;56824;13899;284337;204127;600980
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;August;58070;51212;4563;311508;93642;703078
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;September;50543;46592;34046;320304;133596;1086548
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Oktober;41996;44448;24669;274310;90944;1063690
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;November;57590;52303;36653;203014;205343;1048520
NST7-07;Kokerei- und Mineralölerzeugnisse;2015;Dezember;46382;55056;4532;314369;56293;876290
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Januar;55067;115829;4789;278232;259852;919066
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Februar;69361;63115;9435;252390;144992;983647
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;März;60436;39406;24077;294084;242744;1104218
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;April;63476;58239;4955;213712;149752;1072422
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Mai;50191;51220;15374;238426;125371;918997
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Juni;58960;25252;11593;180256;171899;794010
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Juli;57394;52700;7633;205816;196128;899510
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;August;84548;64532;39147;184319;51816;950786
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;September;42423;33712;3306;269041;137099;1042590
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Oktober;109530;43425;11357;299852;226495;831183
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;November;83400;40520;14447;290232;144763;1032881
NST7-07;Kokerei- und Mineralölerzeugnisse;2016;Dezember;58934;52640;3683;348766;120822;894371
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Januar;44117;56203;6333;344107;146832;897490
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Februar;47473;40040;3517;353452;98256;737340
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;März;57634;30709;11375;387723;207730;851772
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;April;37305;53276;8298;323235;143953;823082
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Mai;63329;65282;34886;242570;181595;904257
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Juni;76405;28011;6103;295130;106296;1087571
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Juli;73425;32835;22431;291379;324673;958174
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;August;69292;78119;22783;303367;137297;748132
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;September;45110;81083;4707;290081;134275;597064
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Oktober;69727;53971;8371;289742;128932;789378
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;November;67852;55471;8140;286430;126638;742945
NST7-07;Kokerei- und Mineralölerzeugnisse;2017;Dezember;39492;41856;12027;330853;174592;991902
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Januar;32073;14376;7473;315503;73553;659028
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Februar;42430;20207;9973;331757;96323;588619
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;März;38146;45937;11337;250929;126988;811806
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;April;47502;29869;22468;279578;116248;813368
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Mai;50519;15891;6599;271798;93294;804376
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Juni;37445;16688;5594;329082;69646;800232
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Juli;72402;22860;9727;265456;47203;803574
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;August;60077;25903;9951;202330;139029;910354
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;September;67484;24493;4857;224940;223148;938365
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Oktober;57637;26860;8620;229880;227223;1309234
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;November;66296;11700;6986;245615;162576;1161136
NST7-07;Kokerei- und Mineralölerzeugnisse;2018;Dezember;50640;15218;8617;313063;155331;888376
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Januar;60278;4764;7297;299903;316961;780213
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Februar;63984;10448;9444;222402;142553;879190
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;März;55797;11443;18700;339169;127644;741478
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;April;51572;18094;10221;218565;32475;1007759
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Mai;51267;27698;9207;261665;158330;945354
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Juni;55019;49012;11783;266809;185115;752773
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Juli;65121;22071;10080;224562;177273;975897
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;August;72124;33866;12205;249548;67650;860206
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;September;65309;18279;12150;291027;55747;995613
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Oktober;79588;19003;6228;312376;92543;807785
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;November;75976;4682;8156;255997;65068;963449
NST7-07;Kokerei- und Mineralölerzeugnisse;2019;Dezember;66413;18494;6357;299473;122990;660456
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Januar;105253;41752;3383;228969;223684;742699
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Februar;68170;36038;18567;318953;153308;531476
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;März;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;April;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Mai;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Juni;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Juli;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;August;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;September;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Oktober;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;November;...;...;...;...;...;...
NST7-07;Kokerei- und Mineralölerzeugnisse;2020;Dezember;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2011;Januar;15994;29734;135990;1266696;77253;778145
NST7-08;Chemische Erzeugnisse etc.;2011;Februar;16211;27171;131596;1283082;65306;789039
NST7-08;Chemische Erzeugnisse etc.;2011;März;15800;58010;115645;1323414;72931;699416
NST7-08;Chemische Erzeugnisse etc.;2011;April;22698;67766;112662;1248286;56921;830788
NST7-08;Chemische Erzeugnisse etc.;2011;Mai;7945;8877;104175;1163818;104766;780810
NST7-08;Chemische Erzeugnisse etc.;2011;Juni;8793;38786;123026;1169521;87918;844056
NST7-08;Chemische Erzeugnisse etc.;2011;Juli;8597;40259;147790;1217352;109999;880431
NST7-08;Chemische Erzeugnisse etc.;2011;August;12833;45234;145851;1135815;109322;853943
NST7-08;Chemische Erzeugnisse etc.;2011;September;2981;43949;143960;1230939;77753;846542
NST7-08;Chemische Erzeugnisse etc.;2011;Oktober;9636;11296;149674;1283545;79106;851308
NST7-08;Chemische Erzeugnisse etc.;2011;November;826;54957;143592;1368871;65415;748757
NST7-08;Chemische Erzeugnisse etc.;2011;Dezember;19132;33409;144920;1364570;62397;708719
NST7-08;Chemische Erzeugnisse etc.;2012;Januar;4521;50288;155127;1200792;67547;751628
NST7-08;Chemische Erzeugnisse etc.;2012;Februar;7217;53555;125495;1338018;61775;800343
NST7-08;Chemische Erzeugnisse etc.;2012;März;8517;33253;148899;1299309;77323;839379
NST7-08;Chemische Erzeugnisse etc.;2012;April;15117;35612;113853;1253323;86448;718036
NST7-08;Chemische Erzeugnisse etc.;2012;Mai;9797;38813;96245;1344963;43692;820725
NST7-08;Chemische Erzeugnisse etc.;2012;Juni;11062;24498;129238;1286047;67878;764450
NST7-08;Chemische Erzeugnisse etc.;2012;Juli;19416;36661;109174;1199477;68363;817951
NST7-08;Chemische Erzeugnisse etc.;2012;August;874;54424;142094;1359966;66510;749230
NST7-08;Chemische Erzeugnisse etc.;2012;September;15326;32798;147045;1199433;50216;731626
NST7-08;Chemische Erzeugnisse etc.;2012;Oktober;20389;44108;134212;1218743;61919;748139
NST7-08;Chemische Erzeugnisse etc.;2012;November;13801;47179;141134;1168946;47632;735749
NST7-08;Chemische Erzeugnisse etc.;2012;Dezember;11560;37375;139136;1224715;62415;684743
NST7-08;Chemische Erzeugnisse etc.;2013;Januar;13223;37659;136042;1226445;48121;836680
NST7-08;Chemische Erzeugnisse etc.;2013;Februar;20581;14607;157323;1375336;61978;798171
NST7-08;Chemische Erzeugnisse etc.;2013;März;14912;23864;128450;1484242;60230;786518
NST7-08;Chemische Erzeugnisse etc.;2013;April;18252;33070;154225;1389131;60969;796198
NST7-08;Chemische Erzeugnisse etc.;2013;Mai;35437;60904;109783;1361545;59185;762965
NST7-08;Chemische Erzeugnisse etc.;2013;Juni;19990;32260;118887;1331155;58726;799204
NST7-08;Chemische Erzeugnisse etc.;2013;Juli;39228;72795;161377;1373479;68257;814048
NST7-08;Chemische Erzeugnisse etc.;2013;August;16431;41826;182168;1230529;62474;778678
NST7-08;Chemische Erzeugnisse etc.;2013;September;7919;10735;143501;1357578;77077;795152
NST7-08;Chemische Erzeugnisse etc.;2013;Oktober;11791;39343;123804;1324515;57087;788473
NST7-08;Chemische Erzeugnisse etc.;2013;November;8861;43153;164387;1264561;58335;862864
NST7-08;Chemische Erzeugnisse etc.;2013;Dezember;18026;36983;113560;1320119;56039;774094
NST7-08;Chemische Erzeugnisse etc.;2014;Januar;21277;55745;116374;1236161;59405;937695
NST7-08;Chemische Erzeugnisse etc.;2014;Februar;12331;58944;138189;1239048;63254;832899
NST7-08;Chemische Erzeugnisse etc.;2014;März;5252;10316;141924;1416532;53663;842280
NST7-08;Chemische Erzeugnisse etc.;2014;April;3723;22424;123579;1416796;66925;987329
NST7-08;Chemische Erzeugnisse etc.;2014;Mai;7570;56160;138203;1297042;69074;928012
NST7-08;Chemische Erzeugnisse etc.;2014;Juni;5567;14702;125318;1261723;66904;826293
NST7-08;Chemische Erzeugnisse etc.;2014;Juli;12348;46434;171208;1257521;68653;925449
NST7-08;Chemische Erzeugnisse etc.;2014;August;8495;19887;192752;1241478;77756;882601
NST7-08;Chemische Erzeugnisse etc.;2014;September;11109;24372;123692;1293440;51369;853098
NST7-08;Chemische Erzeugnisse etc.;2014;Oktober;5832;37800;164691;1250847;68504;919905
NST7-08;Chemische Erzeugnisse etc.;2014;November;6353;17948;119863;1422719;49139;884729
NST7-08;Chemische Erzeugnisse etc.;2014;Dezember;7149;9845;128931;1143610;41792;810526
NST7-08;Chemische Erzeugnisse etc.;2015;Januar;3932;21332;128089;1200281;73016;844957
NST7-08;Chemische Erzeugnisse etc.;2015;Februar;8353;55049;121468;1211315;36222;789070
NST7-08;Chemische Erzeugnisse etc.;2015;März;14692;19503;188685;1301480;83139;770618
NST7-08;Chemische Erzeugnisse etc.;2015;April;11118;7478;125077;1240841;48875;768134
NST7-08;Chemische Erzeugnisse etc.;2015;Mai;12013;37077;120700;1138977;68975;716936
NST7-08;Chemische Erzeugnisse etc.;2015;Juni;14884;15900;109853;1134827;63496;763554
NST7-08;Chemische Erzeugnisse etc.;2015;Juli;4630;9474;107376;1275938;34038;844825
NST7-08;Chemische Erzeugnisse etc.;2015;August;1217;9138;126494;977700;77061;777686
NST7-08;Chemische Erzeugnisse etc.;2015;September;2948;10083;110085;1130752;51502;748047
NST7-08;Chemische Erzeugnisse etc.;2015;Oktober;16168;9416;68804;1082623;38837;730413
NST7-08;Chemische Erzeugnisse etc.;2015;November;1545;30029;88502;1150735;55662;682768
NST7-08;Chemische Erzeugnisse etc.;2015;Dezember;341;6151;141360;1095505;52438;783861
NST7-08;Chemische Erzeugnisse etc.;2016;Januar;8918;32156;92390;1060562;30288;880668
NST7-08;Chemische Erzeugnisse etc.;2016;Februar;1262;34255;135570;1090089;53771;762302
NST7-08;Chemische Erzeugnisse etc.;2016;März;17227;20836;106233;1149543;41809;800557
NST7-08;Chemische Erzeugnisse etc.;2016;April;26056;39930;53312;1076656;38222;694053
NST7-08;Chemische Erzeugnisse etc.;2016;Mai;7634;41997;98390;1051826;57795;701652
NST7-08;Chemische Erzeugnisse etc.;2016;Juni;1520;11255;99787;1010189;35684;757434
NST7-08;Chemische Erzeugnisse etc.;2016;Juli;948;24405;82705;951141;43429;759028
NST7-08;Chemische Erzeugnisse etc.;2016;August;3340;59876;113360;1010063;59894;756232
NST7-08;Chemische Erzeugnisse etc.;2016;September;4452;3758;101604;1064931;50230;733939
NST7-08;Chemische Erzeugnisse etc.;2016;Oktober;8561;56404;98050;1056655;50709;755800
NST7-08;Chemische Erzeugnisse etc.;2016;November;13989;51066;114382;1170428;55976;750720
NST7-08;Chemische Erzeugnisse etc.;2016;Dezember;10423;64728;102815;1115512;53249;831160
NST7-08;Chemische Erzeugnisse etc.;2017;Januar;580;41394;131930;1234970;62319;785732
NST7-08;Chemische Erzeugnisse etc.;2017;Februar;7144;59726;111272;998279;37791;761816
NST7-08;Chemische Erzeugnisse etc.;2017;März;3018;50992;126880;1216926;56136;795837
NST7-08;Chemische Erzeugnisse etc.;2017;April;1638;39685;103160;1129666;57435;710659
NST7-08;Chemische Erzeugnisse etc.;2017;Mai;8017;33000;96706;1226285;40841;816842
NST7-08;Chemische Erzeugnisse etc.;2017;Juni;5359;64521;92467;966675;39579;678118
NST7-08;Chemische Erzeugnisse etc.;2017;Juli;3055;21435;90683;990855;33005;802956
NST7-08;Chemische Erzeugnisse etc.;2017;August;9077;80183;94715;1019319;29044;822682
NST7-08;Chemische Erzeugnisse etc.;2017;September;4526;49453;95697;1027226;40474;729882
NST7-08;Chemische Erzeugnisse etc.;2017;Oktober;7202;59323;92980;1033694;33775;706648
NST7-08;Chemische Erzeugnisse etc.;2017;November;6683;25031;94847;1068326;24571;726496
NST7-08;Chemische Erzeugnisse etc.;2017;Dezember;15328;10078;112126;1123607;37774;730339
NST7-08;Chemische Erzeugnisse etc.;2018;Januar;2988;71620;102522;1073122;32146;799308
NST7-08;Chemische Erzeugnisse etc.;2018;Februar;2781;41196;92111;1048278;36486;686866
NST7-08;Chemische Erzeugnisse etc.;2018;März;4150;54812;111504;1088951;36580;773539
NST7-08;Chemische Erzeugnisse etc.;2018;April;5555;42772;78351;1107339;30084;653869
NST7-08;Chemische Erzeugnisse etc.;2018;Mai;5796;11739;80644;1159501;28554;734666
NST7-08;Chemische Erzeugnisse etc.;2018;Juni;13575;6321;66005;1074523;21368;694713
NST7-08;Chemische Erzeugnisse etc.;2018;Juli;194;23926;68074;914685;22233;632552
NST7-08;Chemische Erzeugnisse etc.;2018;August;2567;37112;49777;1164137;20584;783469
NST7-08;Chemische Erzeugnisse etc.;2018;September;2707;39247;63199;1002855;17461;696052
NST7-08;Chemische Erzeugnisse etc.;2018;Oktober;12247;16014;70398;1118076;18661;803265
NST7-08;Chemische Erzeugnisse etc.;2018;November;10636;15056;74493;1134515;20394;679579
NST7-08;Chemische Erzeugnisse etc.;2018;Dezember;8597;41696;78705;1085090;29296;511327
NST7-08;Chemische Erzeugnisse etc.;2019;Januar;12104;25786;82228;880878;28900;775163
NST7-08;Chemische Erzeugnisse etc.;2019;Februar;3890;40356;95247;1042120;34408;799584
NST7-08;Chemische Erzeugnisse etc.;2019;März;5357;39761;86003;1324239;21228;824941
NST7-08;Chemische Erzeugnisse etc.;2019;April;7800;19498;95069;1037962;34686;720742
NST7-08;Chemische Erzeugnisse etc.;2019;Mai;8776;25317;52364;1067620;25552;1066057
NST7-08;Chemische Erzeugnisse etc.;2019;Juni;5029;19329;58431;1066313;20910;1281023
NST7-08;Chemische Erzeugnisse etc.;2019;Juli;3333;27782;90653;1080270;38578;979020
NST7-08;Chemische Erzeugnisse etc.;2019;August;13473;52419;79060;1070370;23033;734143
NST7-08;Chemische Erzeugnisse etc.;2019;September;1268;39002;82441;1163373;29133;670696
NST7-08;Chemische Erzeugnisse etc.;2019;Oktober;2478;7667;77436;1054412;31004;680907
NST7-08;Chemische Erzeugnisse etc.;2019;November;5814;4006;100451;951050;27222;750630
NST7-08;Chemische Erzeugnisse etc.;2019;Dezember;16694;9584;68317;1041364;17870;586233
NST7-08;Chemische Erzeugnisse etc.;2020;Januar;5935;24537;70301;939719;29834;837750
NST7-08;Chemische Erzeugnisse etc.;2020;Februar;6613;15024;104580;1046648;26840;737692
NST7-08;Chemische Erzeugnisse etc.;2020;März;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;April;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;Mai;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;Juni;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;Juli;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;August;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;September;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;Oktober;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;November;...;...;...;...;...;...
NST7-08;Chemische Erzeugnisse etc.;2020;Dezember;...;...;...;...;...;...
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Januar;19233;729;20403;248452;21911;167762
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Februar;20352;591;29045;271467;14522;180362
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;März;35179;2047;15725;292447;18005;150331
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;April;25407;336;17204;308670;19089;180337
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Mai;34916;1345;24723;346211;32579;188612
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Juni;20550;1356;22029;302570;23790;184828
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Juli;25432;4557;36317;297795;29141;184218
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;August;27255;967;22581;375834;32246;217440
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;September;21609;896;30733;372035;23080;186053
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Oktober;29146;2880;26785;337342;26487;195668
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;November;24005;98;18992;357202;24564;161622
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2011;Dezember;50599;8455;20186;326805;22200;150283
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2012;Januar;4029;1322;17837;292426;21893;186810
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2012;Februar;3432;656;14328;314895;23540;192509
NST7-09;Sonst. Mineralerzeugnisse (Glas,Zement,Gips etc.);2012;März;6431;6959;14602;331970;28706;154595
