GENESIS-Tabelle: 43311-0002
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatserhebung über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2013;September;Abfall (Hausmüll, Siedlungsabfälle);891552;701253;937272;15626475
2013;September;Kernenergie;8162540;7728647;-;-
2013;September;Wärme;30499;28790;113540;866004
2013;September;Strom (Elektrokessel);-;-;-;-
2013;September;Sonstige Energieträger;.;.;.;.
2013;September;Andere Speicher;-;-;-;-
2013;September;Insgesamt;37340241;34807759;6220426;269651578
2013;Oktober;Steinkohlen;10187386;9384935;2390751;100256987
2013;Oktober;Steinkohlenkoks;-;-;-;-
2013;Oktober;Steinkohlenbriketts;-;-;-;-
2013;Oktober;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Oktober;Sonstige Steinkohlen;-;-;-;-
2013;Oktober;Rohbraunkohlen;13378349;12423897;884277;125115103
2013;Oktober;Hartbraunkohlen;-;-;-;-
2013;Oktober;Braunkohlenbriketts;4467;3943;.;70022
2013;Oktober;Braunkohlenkoks;.;.;.;.
2013;Oktober;Wirbelschichtkohle;.;.;.;.
2013;Oktober;Staub- und Trockenkohle;17876;15948;48635;329609
2013;Oktober;Sonstige Braunkohlen;-;-;-;-
2013;Oktober;Dieselkraftstoff;46;44;-;394
2013;Oktober;Heizöl, leicht;58741;54109;22875;726272
2013;Oktober;Heizöl, schwer;51880;47859;11803;534954
2013;Oktober;Flüssiggas;.;.;.;.
2013;Oktober;Raffineriegas;-;-;-;-
2013;Oktober;Petrolkoks;.;.;.;.
2013;Oktober;Sonstige Mineralölprodukte;.;.;.;.
2013;Oktober;Erdgas, Erdölgas;3258559;3157353;2902805;30975664
2013;Oktober;Grubengas;.;.;.;.
2013;Oktober;Kokereigas;.;.;.;.
2013;Oktober;Hochofengas;.;.;.;.
2013;Oktober;Sonstige hergestellte Gase;-;-;-;-
2013;Oktober;Wasserstoff;-;-;-;-
2013;Oktober;Laufwasser;1299244;1283504;-;-
2013;Oktober;Speicherwasser;57477;57168;-;-
2013;Oktober;Pumpspeicherwasser;-;-;-;-
2013;Oktober;Pumpspeicher mit natürlichem Zufluss;38193;37026;-;-
2013;Oktober;Pumpspeicher ohne natürlichen Zufluss;475404;462846;-;-
2013;Oktober;Windkraft;-;-;-;-
2013;Oktober;Photovoltaik;-;-;-;-
2013;Oktober;Geothermie;7226;6132;.;-
2013;Oktober;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Oktober;Solarthermie;-;-;-;-
2013;Oktober;Feste biogene Stoffe;381865;344961;371250;5916401
2013;Oktober;Flüssige biogene Stoffe;.;.;.;.
2013;Oktober;Biogas;77206;75064;70945;755987
2013;Oktober;Biomethan (Bioerdgas);-;-;-;-
2013;Oktober;Klärgas;3366;3107;4876;53109
2013;Oktober;Deponiegas;4431;4218;2392;49289
2013;Oktober;Sonstige erneuerbare Energien;.;.;-;185887
2013;Oktober;Klärschlamm;8879;8220;1408;81831
2013;Oktober;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Oktober;Abfall (Industrie);72127;58015;123029;1564368
2013;Oktober;Abfall (Hausmüll, Siedlungsabfälle);927594;734705;1151103;16827470
2013;Oktober;Kernenergie;8692848;8238231;-;-
2013;Oktober;Wärme;30606;28712;128967;905455
2013;Oktober;Strom (Elektrokessel);-;-;-;-
2013;Oktober;Sonstige Energieträger;.;.;.;.
2013;Oktober;Andere Speicher;-;-;-;-
2013;Oktober;Insgesamt;39512848;36872274;8246973;288954692
2013;November;Steinkohlen;11101420;10190795;3560178;109784596
2013;November;Steinkohlenkoks;-;-;-;-
2013;November;Steinkohlenbriketts;-;-;-;-
2013;November;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;November;Sonstige Steinkohlen;-;-;-;-
2013;November;Rohbraunkohlen;13858929;12904026;993682;128440936
2013;November;Hartbraunkohlen;.;.;.;.
2013;November;Braunkohlenbriketts;9054;8068;.;116307
2013;November;Braunkohlenkoks;.;.;.;.
2013;November;Wirbelschichtkohle;.;.;.;.
2013;November;Staub- und Trockenkohle;18967;17543;57415;371736
2013;November;Sonstige Braunkohlen;-;-;-;-
2013;November;Dieselkraftstoff;31;30;-;.
2013;November;Heizöl, leicht;60249;55250;30505;800815
2013;November;Heizöl, schwer;67964;62291;11701;664299
2013;November;Flüssiggas;.;.;.;.
2013;November;Raffineriegas;-;-;-;-
2013;November;Petrolkoks;.;.;.;.
2013;November;Sonstige Mineralölprodukte;.;.;.;.
2013;November;Erdgas, Erdölgas;3828476;3696534;4511600;39410275
2013;November;Grubengas;.;.;.;.
2013;November;Kokereigas;.;.;.;.
2013;November;Hochofengas;.;.;.;.
2013;November;Sonstige hergestellte Gase;-;-;-;-
2013;November;Wasserstoff;-;-;-;-
2013;November;Laufwasser;1336126;1320155;-;-
2013;November;Speicherwasser;56053;55681;-;-
2013;November;Pumpspeicherwasser;-;-;-;-
2013;November;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2013;November;Pumpspeicher ohne natürlichen Zufluss;454688;444781;-;-
2013;November;Windkraft;-;-;-;-
2013;November;Photovoltaik;-;-;-;-
2013;November;Geothermie;8602;6934;.;-
2013;November;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;November;Solarthermie;-;-;-;-
2013;November;Feste biogene Stoffe;386854;351097;420280;6162608
2013;November;Flüssige biogene Stoffe;.;.;.;.
2013;November;Biogas;79974;77581;80307;821387
2013;November;Biomethan (Bioerdgas);-;-;-;-
2013;November;Klärgas;3358;3102;4854;49602
2013;November;Deponiegas;4655;4448;2287;49540
2013;November;Sonstige erneuerbare Energien;.;.;-;173474
2013;November;Klärschlamm;8595;7934;1912;82993
2013;November;Abfall (Hausmüll, Industrie);-;-;-;-
2013;November;Abfall (Industrie);73735;59074;125148;1548403
2013;November;Abfall (Hausmüll, Siedlungsabfälle);878418;687163;1332474;18261547
2013;November;Kernenergie;8805444;8345577;-;-
2013;November;Wärme;34855;32725;150249;1001681
2013;November;Strom (Elektrokessel);-;-;-;-
2013;November;Sonstige Energieträger;.;.;.;.
2013;November;Andere Speicher;-;-;-;-
2013;November;Insgesamt;41641183;38854794;11446483;312566205
2013;Dezember;Steinkohlen;9311025;8517085;4169095;94476930
2013;Dezember;Steinkohlenkoks;-;-;-;-
2013;Dezember;Steinkohlenbriketts;-;-;-;-
2013;Dezember;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Dezember;Sonstige Steinkohlen;-;-;-;-
2013;Dezember;Rohbraunkohlen;12686065;11780186;1146402;126195688
2013;Dezember;Hartbraunkohlen;.;.;.;.
2013;Dezember;Braunkohlenbriketts;9964;8866;.;132601
2013;Dezember;Braunkohlenkoks;.;.;.;.
2013;Dezember;Wirbelschichtkohle;.;.;.;.
2013;Dezember;Staub- und Trockenkohle;20144;18841;61473;401547
2013;Dezember;Sonstige Braunkohlen;-;-;-;-
2013;Dezember;Dieselkraftstoff;.;.;-;146
2013;Dezember;Heizöl, leicht;72471;67206;44874;1022472
2013;Dezember;Heizöl, schwer;45974;42069;11958;479555
2013;Dezember;Flüssiggas;.;.;.;.
2013;Dezember;Raffineriegas;-;-;-;-
2013;Dezember;Petrolkoks;.;.;.;.
2013;Dezember;Sonstige Mineralölprodukte;.;.;.;.
2013;Dezember;Erdgas, Erdölgas;3978042;3848957;4949782;41824429
2013;Dezember;Grubengas;.;.;.;.
2013;Dezember;Kokereigas;.;.;.;.
2013;Dezember;Hochofengas;.;.;.;.
2013;Dezember;Sonstige hergestellte Gase;-;-;-;-
2013;Dezember;Wasserstoff;-;-;-;-
2013;Dezember;Laufwasser;1137815;1122349;-;-
2013;Dezember;Speicherwasser;41811;41389;-;-
2013;Dezember;Pumpspeicherwasser;-;-;-;-
2013;Dezember;Pumpspeicher mit natürlichem Zufluss;32841;30991;-;-
2013;Dezember;Pumpspeicher ohne natürlichen Zufluss;504206;493093;-;-
2013;Dezember;Windkraft;-;-;-;-
2013;Dezember;Photovoltaik;-;-;-;-
2013;Dezember;Geothermie;9726;7999;.;-
2013;Dezember;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Dezember;Solarthermie;-;-;-;-
2013;Dezember;Feste biogene Stoffe;389879;353745;456048;6383499
2013;Dezember;Flüssige biogene Stoffe;.;.;.;.
2013;Dezember;Biogas;85092;82544;87086;868777
2013;Dezember;Biomethan (Bioerdgas);-;-;-;-
2013;Dezember;Klärgas;3143;2868;4672;50439
2013;Dezember;Deponiegas;5383;5103;.;57190
2013;Dezember;Sonstige erneuerbare Energien;.;.;-;198278
2013;Dezember;Klärschlamm;7355;6775;2185;71892
2013;Dezember;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Dezember;Abfall (Industrie);67247;51666;137054;1523195
2013;Dezember;Abfall (Hausmüll, Siedlungsabfälle);884580;686168;1407500;18628162
2013;Dezember;Kernenergie;9274447;8778879;-;-
2013;Dezember;Wärme;45510;43153;150551;1022238
2013;Dezember;Strom (Elektrokessel);-;-;-;-
2013;Dezember;Sonstige Energieträger;.;.;.;.
2013;Dezember;Andere Speicher;-;-;-;-
2013;Dezember;Insgesamt;39152564;36488550;12810476;298654320
2014;Januar;Steinkohlen;11598345;10632024;4356217;114365084
2014;Januar;Steinkohlenkoks;-;-;-;-
2014;Januar;Steinkohlenbriketts;-;-;-;-
2014;Januar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;Januar;Sonstige Steinkohlen;-;-;-;-
2014;Januar;Rohbraunkohlen;14047380;13056483;1200823;131806862
2014;Januar;Hartbraunkohlen;.;.;.;.
2014;Januar;Braunkohlenbriketts;12818;11394;.;153950
2014;Januar;Braunkohlenkoks;.;.;.;.
2014;Januar;Wirbelschichtkohle;.;.;.;.
2014;Januar;Staub- und Trockenkohle;29795;28046;73201;532000
2014;Januar;Sonstige Braunkohlen;-;-;-;-
2014;Januar;Dieselkraftstoff;33;29;.;257
2014;Januar;Heizöl, leicht;56518;52271;35659;846252
2014;Januar;Heizöl, schwer;33329;30709;.;366448
2014;Januar;Flüssiggas;.;.;.;.
2014;Januar;Raffineriegas;-;-;-;-
2014;Januar;Petrolkoks;.;.;.;.
2014;Januar;Sonstige Mineralölprodukte;.;.;.;.
2014;Januar;Erdgas, Erdölgas;4516962;4368136;5835817;47499116
2014;Januar;Grubengas;.;.;.;.
2014;Januar;Kokereigas;.;.;.;.
2014;Januar;Hochofengas;.;.;.;.
2014;Januar;Sonstige hergestellte Gase;-;-;-;-
2014;Januar;Wasserstoff;-;-;-;-
2014;Januar;Laufwasser;1223551;1208692;-;-
2014;Januar;Speicherwasser;42105;41664;-;-
2014;Januar;Pumpspeicherwasser;-;-;-;-
2014;Januar;Pumpspeicher mit natürlichem Zufluss;50012;.;-;-
2014;Januar;Pumpspeicher ohne natürlichen Zufluss;548922;537702;-;-
2014;Januar;Windkraft;-;-;-;-
2014;Januar;Photovoltaik;-;-;-;-
2014;Januar;Geothermie;11574;8699;.;-
2014;Januar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2014;Januar;Solarthermie;-;-;-;-
2014;Januar;Feste biogene Stoffe;410903;372031;496262;6959415
2014;Januar;Flüssige biogene Stoffe;.;.;.;.
2014;Januar;Biogas;101818;99043;107315;1060247
2014;Januar;Biomethan (Bioerdgas);-;-;-;-
2014;Januar;Klärgas;2861;2748;4066;41348
2014;Januar;Deponiegas;7240;6897;3887;88026
2014;Januar;Sonstige erneuerbare Energien;.;.;-;259918
2014;Januar;Klärschlamm;10903;10023;2441;103048
2014;Januar;Abfall (Hausmüll, Industrie);-;-;-;-
2014;Januar;Abfall (Industrie);85716;67864;133897;1680789
2014;Januar;Abfall (Hausmüll, Siedlungsabfälle);886162;690549;1469683;17394563
2014;Januar;Kernenergie;8904857;8429874;-;-
2014;Januar;Wärme;37701;35796;114040;812692
2014;Januar;Strom (Elektrokessel);-;-;-;-
2014;Januar;Sonstige Energieträger;.;.;.;.
2014;Januar;Andere Speicher;-;-;-;-
2014;Januar;Insgesamt;43095569;40178581;13994044;328494246
2014;Februar;Steinkohlen;10129930;9292348;3604453;99911545
2014;Februar;Steinkohlenkoks;-;-;-;-
2014;Februar;Steinkohlenbriketts;-;-;-;-
2014;Februar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;Februar;Sonstige Steinkohlen;-;-;-;-
2014;Februar;Rohbraunkohlen;12422653;11529059;1020174;117284709
2014;Februar;Hartbraunkohlen;.;.;.;.
2014;Februar;Braunkohlenbriketts;13319;11798;.;162788
2014;Februar;Braunkohlenkoks;.;.;.;.
2014;Februar;Wirbelschichtkohle;.;.;.;.
2014;Februar;Staub- und Trockenkohle;22858;21397;55848;410117
2014;Februar;Sonstige Braunkohlen;-;-;-;-
2014;Februar;Dieselkraftstoff;.;.;.;.
2014;Februar;Heizöl, leicht;65354;59046;17856;821497
2014;Februar;Heizöl, schwer;31670;29277;14188;348719
2014;Februar;Flüssiggas;.;.;.;.
2014;Februar;Raffineriegas;-;-;-;-
2014;Februar;Petrolkoks;.;.;.;.
2014;Februar;Sonstige Mineralölprodukte;.;.;.;.
2014;Februar;Erdgas, Erdölgas;3468560;3353543;4558213;37415491
2014;Februar;Grubengas;.;.;.;.
2014;Februar;Kokereigas;.;.;.;.
2014;Februar;Hochofengas;.;.;.;.
2014;Februar;Sonstige hergestellte Gase;-;-;-;-
2014;Februar;Wasserstoff;-;-;-;-
2014;Februar;Laufwasser;1055077;1039898;-;-
2014;Februar;Speicherwasser;31031;30655;-;-
2014;Februar;Pumpspeicherwasser;-;-;-;-
2014;Februar;Pumpspeicher mit natürlichem Zufluss;35324;.;-;-
2014;Februar;Pumpspeicher ohne natürlichen Zufluss;489934;480678;-;-
2014;Februar;Windkraft;-;-;-;-
2014;Februar;Photovoltaik;-;-;-;-
2014;Februar;Geothermie;8399;6522;.;-
2014;Februar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2014;Februar;Solarthermie;-;-;-;-
2014;Februar;Feste biogene Stoffe;384138;347859;454500;6365377
2014;Februar;Flüssige biogene Stoffe;.;.;.;.
2014;Februar;Biogas;90203;87062;92347;909977
2014;Februar;Biomethan (Bioerdgas);-;-;-;-
2014;Februar;Klärgas;2902;2785;3583;39692
2014;Februar;Deponiegas;5645;5382;3541;62383
2014;Februar;Sonstige erneuerbare Energien;.;.;-;230716
2014;Februar;Klärschlamm;10765;9872;2981;104132
2014;Februar;Abfall (Hausmüll, Industrie);-;-;-;-
2014;Februar;Abfall (Industrie);87286;69397;133379;1710890
2014;Februar;Abfall (Hausmüll, Siedlungsabfälle);841373;671451;1389001;16444822
2014;Februar;Kernenergie;8457686;8007191;-;-
2014;Februar;Wärme;43823;42354;151807;956733
2014;Februar;Strom (Elektrokessel);-;-;-;-
2014;Februar;Sonstige Energieträger;.;.;.;.
2014;Februar;Andere Speicher;-;-;-;-
2014;Februar;Insgesamt;38090539;35493362;11691464;287055477
2014;März;Steinkohlen;10156360;9331438;3263881;98140515
2014;März;Steinkohlenkoks;-;-;-;-
2014;März;Steinkohlenbriketts;-;-;-;-
2014;März;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;März;Sonstige Steinkohlen;-;-;-;-
2014;März;Rohbraunkohlen;13584162;12605904;863542;127877275
2014;März;Hartbraunkohlen;-;-;-;-
2014;März;Braunkohlenbriketts;20078;18046;.;224470
2014;März;Braunkohlenkoks;.;.;.;.
2014;März;Wirbelschichtkohle;.;.;.;.
2014;März;Staub- und Trockenkohle;24173;21973;60437;427266
2014;März;Sonstige Braunkohlen;-;-;-;-
2014;März;Dieselkraftstoff;.;.;-;.
2014;März;Heizöl, leicht;53174;49552;18984;643074
2014;März;Heizöl, schwer;31565;28957;.;376769
2014;März;Flüssiggas;.;.;.;.
2014;März;Raffineriegas;-;-;-;-
2014;März;Petrolkoks;.;.;.;.
2014;März;Sonstige Mineralölprodukte;.;.;.;.
2014;März;Erdgas, Erdölgas;3056754;2941839;3891752;32019521
2014;März;Grubengas;.;.;.;.
2014;März;Kokereigas;.;.;.;.
2014;März;Hochofengas;.;.;.;.
2014;März;Sonstige hergestellte Gase;-;-;-;-
2014;März;Wasserstoff;-;-;-;-
2014;März;Laufwasser;1067649;1052078;-;-
2014;März;Speicherwasser;23271;22847;-;-
2014;März;Pumpspeicherwasser;-;-;-;-
2014;März;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2014;März;Pumpspeicher ohne natürlichen Zufluss;487313;477727;-;-
2014;März;Windkraft;-;-;-;-
2014;März;Photovoltaik;-;-;-;-
2014;März;Geothermie;7586;4689;.;-
2014;März;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2014;März;Solarthermie;-;-;-;-
2014;März;Feste biogene Stoffe;394914;354439;400026;6191424
2014;März;Flüssige biogene Stoffe;.;.;.;.
2014;März;Biogas;100286;97145;98082;1003209
2014;März;Biomethan (Bioerdgas);-;-;-;-
2014;März;Klärgas;3019;2870;3728;41234
2014;März;Deponiegas;6696;6440;3504;71281
2014;März;Sonstige erneuerbare Energien;.;.;-;183284
2014;März;Klärschlamm;9050;8257;3298;91028
2014;März;Abfall (Hausmüll, Industrie);-;-;-;-
2014;März;Abfall (Industrie);93936;74213;146855;1888614
2014;März;Abfall (Hausmüll, Siedlungsabfälle);970970;771883;1329692;17653206
2014;März;Kernenergie;8810291;8302037;-;-
2014;März;Wärme;50726;48625;157201;1002358
2014;März;Strom (Elektrokessel);-;-;-;-
2014;März;Sonstige Energieträger;.;.;.;.
2014;März;Andere Speicher;-;-;-;-
2014;März;Insgesamt;39284808;36525673;10365337;290621232
2014;April;Steinkohlen;9664218;8837153;2294657;91802441
2014;April;Steinkohlenkoks;-;-;-;-
2014;April;Steinkohlenbriketts;-;-;-;-
2014;April;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;April;Sonstige Steinkohlen;-;-;-;-
2014;April;Rohbraunkohlen;12050219;11187577;724343;117308583
2014;April;Hartbraunkohlen;-;-;-;-
2014;April;Braunkohlenbriketts;.;.;.;168044
2014;April;Braunkohlenkoks;.;.;.;.
2014;April;Wirbelschichtkohle;.;.;.;.
2014;April;Staub- und Trockenkohle;21330;19203;43374;337545
2014;April;Sonstige Braunkohlen;-;-;-;-
2014;April;Dieselkraftstoff;.;.;-;.
2014;April;Heizöl, leicht;31266;28722;10341;518949
2014;April;Heizöl, schwer;30069;27713;.;318904
2014;April;Flüssiggas;2;2;.;.
2014;April;Raffineriegas;-;-;-;-
2014;April;Petrolkoks;.;.;.;.
2014;April;Sonstige Mineralölprodukte;.;.;.;.
2014;April;Erdgas, Erdölgas;2221543;2135489;2750112;23435230
2014;April;Grubengas;.;.;.;.
2014;April;Kokereigas;.;.;.;.
2014;April;Hochofengas;.;.;.;.
2014;April;Sonstige hergestellte Gase;-;-;-;-
2014;April;Wasserstoff;-;-;-;-
2014;April;Laufwasser;1018501;1005917;-;-
2014;April;Speicherwasser;28946;28583;-;-
2014;April;Pumpspeicherwasser;-;-;-;-
2014;April;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2014;April;Pumpspeicher ohne natürlichen Zufluss;453908;445928;-;-
2014;April;Windkraft;-;-;-;-
2014;April;Photovoltaik;-;-;-;-
2014;April;Geothermie;7069;.;.;-
2014;April;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2014;April;Solarthermie;-;-;-;-
2014;April;Feste biogene Stoffe;378186;339298;360141;5891339
2014;April;Flüssige biogene Stoffe;1535;1426;.;.
2014;April;Biogas;90680;87688;87589;902259
2014;April;Biomethan (Bioerdgas);-;-;-;-
2014;April;Klärgas;2970;2809;3771;43982
2014;April;Deponiegas;6868;6567;3425;73462
2014;April;Sonstige erneuerbare Energien;.;.;-;.
2014;April;Klärschlamm;9761;8971;1587;93919
2014;April;Abfall (Hausmüll, Industrie);-;-;-;-
2014;April;Abfall (Industrie);94736;75228;126484;1822497
2014;April;Abfall (Hausmüll, Siedlungsabfälle);993168;796251;1159868;17968932
2014;April;Kernenergie;7758423;7333754;-;-
2014;April;Wärme;51225;49189;133862;951615
2014;April;Strom (Elektrokessel);-;-;-;-
2014;April;Sonstige Energieträger;.;.;.;.
2014;April;Andere Speicher;-;-;-;-
2014;April;Insgesamt;35298491;32771285;7834167;265053834
2014;Mai;Steinkohlen;8695316;7971228;1942376;83898213
2014;Mai;Steinkohlenkoks;-;-;-;-
2014;Mai;Steinkohlenbriketts;-;-;-;-
2014;Mai;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;Mai;Sonstige Steinkohlen;-;-;-;-
2014;Mai;Rohbraunkohlen;11527201;10702791;627670;108421408
2014;Mai;Hartbraunkohlen;-;-;-;-
2014;Mai;Braunkohlenbriketts;.;.;.;.
2014;Mai;Braunkohlenkoks;.;.;.;.
2014;Mai;Wirbelschichtkohle;.;.;.;.
2014;Mai;Staub- und Trockenkohle;13394;12194;27587;216252
2014;Mai;Sonstige Braunkohlen;-;-;-;-
2014;Mai;Dieselkraftstoff;.;.;-;.
2014;Mai;Heizöl, leicht;32182;29663;7850;415223
2014;Mai;Heizöl, schwer;29790;27275;5997;319413
2014;Mai;Flüssiggas;2;.;.;.
2014;Mai;Raffineriegas;-;-;-;-
2014;Mai;Petrolkoks;.;.;.;.
2014;Mai;Sonstige Mineralölprodukte;.;.;.;.
2014;Mai;Erdgas, Erdölgas;1832307;1752260;2563708;20758939
2014;Mai;Grubengas;.;.;.;.
2014;Mai;Kokereigas;.;.;.;.
2014;Mai;Hochofengas;.;.;.;.
2014;Mai;Sonstige hergestellte Gase;-;-;-;-
2014;Mai;Wasserstoff;-;-;-;-
2014;Mai;Laufwasser;1440117;1419749;-;-
2014;Mai;Speicherwasser;44797;44393;-;-
2014;Mai;Pumpspeicherwasser;-;-;-;-
2014;Mai;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2014;Mai;Pumpspeicher ohne natürlichen Zufluss;445259;435893;-;-
2014;Mai;Windkraft;-;-;-;-
2014;Mai;Photovoltaik;-;-;-;-
2014;Mai;Geothermie;8849;5734;.;-
2014;Mai;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2014;Mai;Solarthermie;-;-;-;-
2014;Mai;Feste biogene Stoffe;438645;397057;328395;6512052
2014;Mai;Flüssige biogene Stoffe;.;.;.;.
2014;Mai;Biogas;86099;83515;81045;870792
2014;Mai;Biomethan (Bioerdgas);-;-;-;-
2014;Mai;Klärgas;2926;2760;3365;40389
2014;Mai;Deponiegas;6917;6616;3530;73833
2014;Mai;Sonstige erneuerbare Energien;.;.;-;195921
2014;Mai;Klärschlamm;6777;6207;966;65875
2014;Mai;Abfall (Hausmüll, Industrie);-;-;-;-
2014;Mai;Abfall (Industrie);100085;79923;122229;1811282
2014;Mai;Abfall (Hausmüll, Siedlungsabfälle);975444;775827;1036232;17286930
2014;Mai;Kernenergie;6446368;6057455;-;-
2014;Mai;Wärme;42050;39907;117290;790346
2014;Mai;Strom (Elektrokessel);-;-;-;-
2014;Mai;Sonstige Energieträger;.;.;.;.
2014;Mai;Andere Speicher;-;-;-;-
2014;Mai;Insgesamt;32521620;30166890;6943992;244679237
2014;Juni;Steinkohlen;8056031;7390802;1151279;76710316
2014;Juni;Steinkohlenkoks;-;-;-;-
2014;Juni;Steinkohlenbriketts;-;-;-;-
2014;Juni;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;Juni;Sonstige Steinkohlen;-;-;-;-
2014;Juni;Rohbraunkohlen;11837524;11017745;538544;110458286
2014;Juni;Hartbraunkohlen;-;-;-;-
2014;Juni;Braunkohlenbriketts;.;.;.;.
2014;Juni;Braunkohlenkoks;.;.;.;.
2014;Juni;Wirbelschichtkohle;.;.;.;.
2014;Juni;Staub- und Trockenkohle;7757;6755;18541;132552
2014;Juni;Sonstige Braunkohlen;-;-;-;-
2014;Juni;Dieselkraftstoff;.;.;-;.
2014;Juni;Heizöl, leicht;38947;35438;17558;503446
2014;Juni;Heizöl, schwer;34797;31854;7976;387059
2014;Juni;Flüssiggas;.;.;.;.
2014;Juni;Raffineriegas;-;-;-;-
2014;Juni;Petrolkoks;.;.;-;.
2014;Juni;Sonstige Mineralölprodukte;.;.;.;.
2014;Juni;Erdgas, Erdölgas;1758834;1683594;2063696;18825044
2014;Juni;Grubengas;.;.;.;.
2014;Juni;Kokereigas;.;.;.;.
2014;Juni;Hochofengas;.;.;.;.
2014;Juni;Sonstige hergestellte Gase;-;-;-;-
2014;Juni;Wasserstoff;-;-;-;-
2014;Juni;Laufwasser;1158449;1140072;-;-
2014;Juni;Speicherwasser;40121;39842;-;-
2014;Juni;Pumpspeicherwasser;-;-;-;-
2014;Juni;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2014;Juni;Pumpspeicher ohne natürlichen Zufluss;382101;373007;-;-
2014;Juni;Windkraft;-;-;-;-
2014;Juni;Photovoltaik;-;-;-;-
2014;Juni;Geothermie;5400;.;.;-
2014;Juni;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2014;Juni;Solarthermie;-;-;-;-
2014;Juni;Feste biogene Stoffe;378972;341061;276941;5827387
2014;Juni;Flüssige biogene Stoffe;.;.;.;.
2014;Juni;Biogas;75953;73705;68341;772174
2014;Juni;Biomethan (Bioerdgas);-;-;-;-
2014;Juni;Klärgas;2713;2642;2604;38791
2014;Juni;Deponiegas;5807;5589;1829;61872
2014;Juni;Sonstige erneuerbare Energien;.;.;-;.
2014;Juni;Klärschlamm;8497;7797;922;80169
2014;Juni;Abfall (Hausmüll, Industrie);-;-;-;-
2014;Juni;Abfall (Industrie);92920;73627;104026;1654807
2014;Juni;Abfall (Hausmüll, Siedlungsabfälle);978268;777885;906117;16686489
2014;Juni;Kernenergie;7073021;6643967;-;-
2014;Juni;Wärme;33731;32420;90224;604768
2014;Juni;Strom (Elektrokessel);-;-;-;-
2014;Juni;Sonstige Energieträger;.;.;.;.
2014;Juni;Andere Speicher;-;-;-;-
2014;Juni;Insgesamt;32308305;29990833;5313086;236065346
2014;Juli;Steinkohlen;9401495;8619661;999338;87899338
2014;Juli;Steinkohlenkoks;-;-;-;-
2014;Juli;Steinkohlenbriketts;-;-;-;-
2014;Juli;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2014;Juli;Sonstige Steinkohlen;-;-;-;-
2014;Juli;Rohbraunkohlen;11832509;10982339;319071;110862209
2014;Juli;Hartbraunkohlen;-;-;-;-
2014;Juli;Braunkohlenbriketts;.;.;.;.
2014;Juli;Braunkohlenkoks;.;.;.;.
2014;Juli;Wirbelschichtkohle;.;.;.;.
2014;Juli;Staub- und Trockenkohle;13182;11362;22183;214823
2014;Juli;Sonstige Braunkohlen;-;-;-;-
2014;Juli;Dieselkraftstoff;56;55;-;549
2014;Juli;Heizöl, leicht;36371;33430;12549;537349
2014;Juli;Heizöl, schwer;30278;27379;.;332699
2014;Juli;Flüssiggas;.;.;.;.
